Agency,eventID,date,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,geometry
ISCBUL,2536988,2000.758262,2000,10,5,6,46,21,123.95,12.11,5.0,4.8,POINT (13798050.88382626 1358229.6788994707)
ISCBUL,3454323,2001.205838,2001,3,17,3,8,12,124.14,11.99,27.0,4.8,POINT (13819201.587076982 1344570.3651684555)
ISCBUL,3266491,2001.229525,2001,3,25,18,38,19,122.0,13.14,0.0,4.1,POINT (13580977.876779376 1475731.47203638)
ISCGEM,2000001678,2001.57594,2001,7,30,5,14,11,123.32,12.64,15.0,5.4,POINT (13727919.604626495 1418632.6494088622)
ISCBUL,3456187,2001.831457,2001,10,31,11,33,58,122.87,13.28,1.0,4.2,POINT (13677825.833769524 1491739.8009089348)
ISCBUL,301575078,2002.24713,2002,4,1,4,51,36,122.8,12.96,18.0,4.2,POINT (13670033.469413994 1455162.733723149)
PIVS,3000020312,2002.367496,2002,5,15,3,15,46,123.29,12.56,116.0,4.3,POINT (13724580.0199027 1409507.3219152861)
ISCBUL,4284879,2002.956535,2002,12,16,3,14,52,122.76,12.78,22.0,4.8,POINT (13665580.689782264 1434608.8609436317)
PIVS,3000020823,2003.124547,2003,2,15,11,2,0,123.81,12.24,23.0,6.2,POINT (13782466.155115202 1373034.1992327005)
ISCGEM,2000001774,2003.389316,2003,5,23,2,24,45,124.16,11.86,17.5,5.6,POINT (13821427.976892846 1329779.6278759574)
ISCBUL,5214710,2003.408233,2003,5,30,0,7,23,122.35,13.27,0.0,4.2,POINT (13619939.698557021 1490596.0438480275)
PIVS,3000021239,2003.722732,2003,9,21,19,8,9,123.35,12.62,23.0,4.8,POINT (13731259.189350294 1416351.050379585)
ISCBUL,301626542,2003.818859,2003,10,26,21,12,5,122.17,13.6,14.0,4.1,POINT (13599902.190214233 1528365.1158970073)
ISCBUL,5133748,2003.966293,2003,12,19,16,43,40,122.42,13.21,12.0,5.0,POINT (13627732.06291255 1483734.488758004)
ISCBUL,301656170,2004.230052,2004,3,25,10,17,52,121.98,13.32,14.67,4.1,POINT (13578751.486963509 1496315.3007032908)
ISCBUL,5540779,2004.479158,2004,6,24,20,25,37,123.68,12.74,11.0,4.1,POINT (13767994.621312076 1430043.3298832336)
ISCBUL,5540932,2004.50286,2004,7,3,13,11,40,122.51,13.15,5.0,4.6,POINT (13637750.817083945 1476874.6201055418)
ISCBUL,6332822,2004.92722,2004,12,6,6,57,8,123.73,12.6,34.0,4.1,POINT (13773560.59585174 1414069.6296580832)
PIVS,3000022352,2004.961074,2004,12,18,17,8,23,122.39,13.7,5.0,4.2,POINT (13624392.478188751 1539820.622407939)
ISCBUL,6333042,2004.992471,2004,12,30,5,40,49,123.88,12.16,11.0,5.1,POINT (13790258.51947073 1363922.8679083725)
ISCBUL,7414973,2005.012943,2005,1,5,17,22,50,123.55,12.92,9.0,4.8,POINT (13753523.087508949 1450593.9296631785)
ISCBUL,7415609,2005.10867,2005,2,9,15,56,54,122.69,12.94,4.0,5.1,POINT (13657788.325426735 1452878.2400849042)
PIVS,3000022528,2005.142846,2005,2,22,3,20,6,123.1,12.7,19.0,5.9,POINT (13703429.316651976 1425478.5194031536)
ISCBUL,7416092,2005.174216,2005,3,5,14,7,51,123.01,13.18,27.0,4.5,POINT (13693410.562480582 1480304.3441490445)
ISCBUL,7416719,2005.278869,2005,4,12,18,53,35,122.34,13.28,11.0,4.7,POINT (13618826.503649088 1491739.8009089348)
ISCBUL,7416999,2005.335618,2005,5,3,12,0,59,123.59,12.54,8.0,4.9,POINT (13757975.86714068 1407226.4342827192)
ISCBUL,7418467,2005.57123,2005,7,28,11,58,29,122.27,13.78,1.0,4.9,POINT (13611034.139293559 1548988.5357146037)
ISCBUL,7418722,2005.607027,2005,8,10,13,33,22,123.88,12.14,6.0,4.7,POINT (13790258.51947073 1361645.4640929557)
ISCBUL,7420335,2005.86404,2005,11,12,8,59,29,123.61,12.43,12.0,5.1,POINT (13760202.256956546 1394684.7095175837)
PIVS,3000023178,2005.944921,2005,12,11,21,30,20,123.9,12.16,2.0,4.7,POINT (13792484.909286596 1363922.8679083725)
ISCBUL,7421085,2005.974451,2005,12,22,16,11,30,122.16,13.28,10.0,4.4,POINT (13598788.9953063 1491739.8009089348)
ISCBUL,8181946,2006.471592,2006,6,22,3,8,55,124.06,11.95,1.0,5.0,POINT (13810296.027813518 1340018.6136504756)
ISCBUL,8182460,2006.559457,2006,7,24,4,50,31,122.73,13.06,22.0,4.9,POINT (13662241.105058465 1466587.9609391808)
ISCBUL,301752341,2006.816517,2006,10,26,0,41,14,123.79,12.29,47.23,5.1,POINT (13780239.765299337 1378730.1817769124)
ISCBUL,301755617,2006.91279,2006,11,30,4,2,24,123.31,13.13,13.0,4.5,POINT (13726806.409718566 1474588.3705421807)
ISCBUL,10363419,2007.139376,2007,2,20,20,56,13,122.88,13.17,1.0,4.4,POINT (13678939.028677454 1479161.056123242)
PIVS,3000024517,2007.316447,2007,4,26,12,4,30,123.38,12.63,17.0,5.6,POINT (13734598.774074094 1417491.8275866346)
ISCBUL,10364676,2007.334596,2007,5,3,3,3,28,124.06,12.0,61.0,4.6,POINT (13810296.027813518 1345708.4084091089)
ISCBUL,10365424,2007.461295,2007,6,18,8,56,28,122.25,13.78,2.0,4.6,POINT (13608807.749477694 1548988.5357146037)
ISCBUL,10366625,2007.638619,2007,8,22,2,17,59,122.43,13.21,3.0,5.7,POINT (13628845.257820485 1483734.488758004)
PIVS,3000024971,2007.771701,2007,10,9,16,6,3,122.51,12.71,33.0,4.3,POINT (13637750.817083945 1426619.65460287)
ISCBUL,10367727,2007.847838,2007,11,6,11,3,27,124.21,12.22,1.0,4.7,POINT (13826993.951432507 1370756.1083853391)
ISCBUL,10368399,2007.959356,2007,12,17,3,57,34,123.78,12.36,23.0,4.7,POINT (13779126.570391404 1386706.3778069292)
PIVS,3000025359,2008.161932,2008,2,29,10,17,51,123.27,13.11,11.0,5.0,POINT (13722353.630086832 1472302.3071242233)
ISCBUL,12157306,2008.212505,2008,3,18,23,44,40,122.02,13.59,7.0,4.2,POINT (13583204.26659524 1527219.8318662331)
PIVS,3000025457,2008.230021,2008,3,25,10,1,27,124.12,12.59,65.0,4.8,POINT (13816975.197261117 1412928.986067178)
ISCBUL,12157730,2008.273451,2008,4,10,8,33,12,123.82,12.28,15.0,4.5,POINT (13783579.350023134 1377590.898781785)
PIVS,3000025675,2008.347107,2008,5,7,9,18,52,123.57,12.74,3.0,5.3,POINT (13755749.477324815 1430043.3298832336)
ISCBUL,12159125,2008.486579,2008,6,27,13,47,15,123.76,12.29,10.0,4.5,POINT (13776900.180575538 1378730.1817769124)
PIVS,3000026070,2008.567429,2008,7,27,5,54,48,123.12,12.75,3.0,4.5,POINT (13705655.706467843 1431184.6449981234)
